dataset,subset,view,split_policy,model,label_permuted,permutation_trial,seed,train_size,validation_size,train_class_counts,validation_class_counts,accuracy,balanced_accuracy,macro_f1,confusion_matrix,predicted_class_counts,class_0_precision,class_0_recall,class_0_f1,class_0_support,class_1_precision,class_1_recall,class_1_f1,class_1_support,roc_auc,pr_auc_y1,pr_auc_y0
bfcl,all_categories,X+S,minxing_row_random,majority_class,False,,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,False,,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,False,,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8991935483870968,0.5847402597402598,0.6157421753951038,"[[5, 23], [2, 218]]","{""0"": 7, ""1"": 241}",0.7142857142857143,0.17857142857142858,0.2857142857142857,28,0.9045643153526971,0.990909090909091,0.9457700650759219,220,0.7064935064935065,0.9219985727762072,0.40755670010838196
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,False,,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7096774193548387,0.6337662337662338,0.5556882651537772,"[[15, 13], [59, 161]]","{""0"": 74, ""1"": 174}",0.20270270270270271,0.5357142857142857,0.29411764705882354,28,0.9252873563218391,0.7318181818181818,0.817258883248731,220,0.6727272727272727,0.9190644163141602,0.2913032780913323
bfcl,all_categories,X+S,minxing_row_random,random_forest,False,,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.907258064516129,0.6048701298701299,0.6464828013634956,"[[6, 22], [1, 219]]","{""0"": 7, ""1"": 241}",0.8571428571428571,0.21428571428571427,0.34285714285714286,28,0.9087136929460581,0.9954545454545455,0.9501084598698482,220,0.8022727272727272,0.9666638540804243,0.5205745154437467
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,False,,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.9032258064516129,0.6025974025974026,0.6405797101449275,"[[6, 22], [2, 218]]","{""0"": 8, ""1"": 240}",0.75,0.21428571428571427,0.3333333333333333,28,0.9083333333333333,0.990909090909091,0.9478260869565217,220,0.7732142857142857,0.9570799110101285,0.478829473877269
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,False,,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.9032258064516129,0.6337662337662338,0.6736842105263158,"[[8, 20], [4, 216]]","{""0"": 12, ""1"": 236}",0.6666666666666666,0.2857142857142857,0.4,28,0.9152542372881356,0.9818181818181818,0.9473684210526315,220,0.7495129870129871,0.9571063866884957,0.4627450910400936
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,0,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,0,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,0,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8830645161290323,0.49772727272727274,0.4689507494646681,"[[0, 28], [1, 219]]","{""0"": 1, ""1"": 247}",0.0,0.0,0.0,28,0.8866396761133604,0.9954545454545455,0.9379014989293362,220,0.39886363636363636,0.8376140671338657,0.13046830903431664
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,0,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.5403225806451613,0.44480519480519487,0.4115884115884116,"[[9, 19], [95, 125]]","{""0"": 104, ""1"": 144}",0.08653846153846154,0.32142857142857145,0.13636363636363635,28,0.8680555555555556,0.5681818181818182,0.6868131868131868,220,0.3999999999999999,0.8381706724747773,0.11968363683516864
bfcl,all_categories,X+S,minxing_row_random,random_forest,True,0,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8830645161290323,0.49772727272727274,0.4689507494646681,"[[0, 28], [1, 219]]","{""0"": 1, ""1"": 247}",0.0,0.0,0.0,28,0.8866396761133604,0.9954545454545455,0.9379014989293362,220,0.46314935064935064,0.8793534668323879,0.10281886628141716
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,True,0,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8709677419354839,0.4909090909090909,0.46551724137931033,"[[0, 28], [4, 216]]","{""0"": 4, ""1"": 244}",0.0,0.0,0.0,28,0.8852459016393442,0.9818181818181818,0.9310344827586207,220,0.41103896103896104,0.8736097476935077,0.09292646994468295
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,True,0,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8709677419354839,0.5064935064935066,0.49477973007384773,"[[1, 27], [5, 215]]","{""0"": 6, ""1"": 242}",0.16666666666666666,0.03571428571428571,0.058823529411764705,28,0.8884297520661157,0.9772727272727273,0.9307359307359307,220,0.35698051948051956,0.8338551162442731,0.10632856291679395
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,1,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,1,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,1,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5155844155844156,0.5032904148783978,"[[1, 27], [1, 219]]","{""0"": 2, ""1"": 246}",0.5,0.03571428571428571,0.06666666666666667,28,0.8902439024390244,0.9954545454545455,0.9399141630901288,220,0.512012987012987,0.8872512358662971,0.1914959650007923
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,1,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.5201612903225806,0.5269480519480519,0.4292014003055915,"[[15, 13], [106, 114]]","{""0"": 121, ""1"": 127}",0.12396694214876033,0.5357142857142857,0.20134228187919462,28,0.8976377952755905,0.5181818181818182,0.6570605187319885,220,0.5186688311688312,0.884775477162169,0.201649088825691
bfcl,all_categories,X+S,minxing_row_random,random_forest,True,1,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8790322580645161,0.5110389610389611,0.4989224137931034,"[[1, 27], [3, 217]]","{""0"": 4, ""1"": 244}",0.25,0.03571428571428571,0.0625,28,0.889344262295082,0.9863636363636363,0.9353448275862069,220,0.48993506493506495,0.8899085466398672,0.12520383663459203
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,True,1,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8346774193548387,0.48603896103896105,0.4780019508188305,"[[1, 27], [14, 206]]","{""0"": 15, ""1"": 233}",0.06666666666666667,0.03571428571428571,0.046511627906976744,28,0.8841201716738197,0.9363636363636364,0.9094922737306843,220,0.48766233766233763,0.8659750145284288,0.12060998819861793
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,True,1,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8548387096774194,0.512987012987013,0.5105263157894737,"[[2, 26], [10, 210]]","{""0"": 12, ""1"": 236}",0.16666666666666666,0.07142857142857142,0.1,28,0.8898305084745762,0.9545454545454546,0.9210526315789473,220,0.3972402597402598,0.859903198082927,0.12094540082228153
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,2,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,2,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,2,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5155844155844156,0.5032904148783978,"[[1, 27], [1, 219]]","{""0"": 2, ""1"": 246}",0.5,0.03571428571428571,0.06666666666666667,28,0.8902439024390244,0.9954545454545455,0.9399141630901288,220,0.5095779220779221,0.8852029636431628,0.1497274052244269
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,2,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.592741935483871,0.5366883116883117,0.4655058361607238,"[[13, 15], [86, 134]]","{""0"": 99, ""1"": 149}",0.13131313131313133,0.4642857142857143,0.2047244094488189,28,0.8993288590604027,0.6090909090909091,0.7262872628726287,220,0.5180194805194805,0.8835386144649429,0.16501251820007445
bfcl,all_categories,X+S,minxing_row_random,random_forest,True,2,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.875,0.49318181818181817,0.4666666666666667,"[[0, 28], [3, 217]]","{""0"": 3, ""1"": 245}",0.0,0.0,0.0,28,0.8857142857142857,0.9863636363636363,0.9333333333333333,220,0.6050324675324675,0.9189856208421924,0.15815622054708373
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,True,2,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8830645161290323,0.49772727272727274,0.4689507494646681,"[[0, 28], [1, 219]]","{""0"": 1, ""1"": 247}",0.0,0.0,0.0,28,0.8866396761133604,0.9954545454545455,0.9379014989293362,220,0.5474025974025974,0.9075128516433003,0.13343958083069699
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,True,2,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8669354838709677,0.5198051948051948,0.5181063416357534,"[[2, 26], [7, 213]]","{""0"": 9, ""1"": 239}",0.2222222222222222,0.07142857142857142,0.10810810810810811,28,0.891213389121339,0.9681818181818181,0.9281045751633987,220,0.48051948051948057,0.8808918739851788,0.17565938358725644
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,3,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,3,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,3,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5068181818181818,0.8807419458438938,0.20449574981149293
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,3,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.5524193548387096,0.5295454545454545,0.44525723958648206,"[[14, 14], [97, 123]]","{""0"": 111, ""1"": 137}",0.12612612612612611,0.5,0.2014388489208633,28,0.8978102189781022,0.5590909090909091,0.6890756302521008,220,0.5155844155844156,0.8813252495805515,0.22257487652226865
bfcl,all_categories,X+S,minxing_row_random,random_forest,True,3,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8709677419354839,0.4909090909090909,0.46551724137931033,"[[0, 28], [4, 216]]","{""0"": 4, ""1"": 244}",0.0,0.0,0.0,28,0.8852459016393442,0.9818181818181818,0.9310344827586207,220,0.5163961038961039,0.8934721179515692,0.11936724781767502
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,True,3,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8387096774193549,0.4727272727272727,0.45614035087719296,"[[0, 28], [12, 208]]","{""0"": 12, ""1"": 236}",0.0,0.0,0.0,28,0.8813559322033898,0.9454545454545454,0.9122807017543859,220,0.5060064935064935,0.8846568216086994,0.1216524398054609
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,True,3,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8548387096774194,0.5285714285714286,0.5317809943360604,"[[3, 25], [11, 209]]","{""0"": 14, ""1"": 234}",0.21428571428571427,0.10714285714285714,0.14285714285714285,28,0.8931623931623932,0.95,0.920704845814978,220,0.4483766233766233,0.8674760257445894,0.12050348591459929
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,4,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,4,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,4,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5155844155844156,0.5032904148783978,"[[1, 27], [1, 219]]","{""0"": 2, ""1"": 246}",0.5,0.03571428571428571,0.06666666666666667,28,0.8902439024390244,0.9954545454545455,0.9399141630901288,220,0.40827922077922074,0.8402575622556349,0.13506350473552217
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,4,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.4879032258064516,0.4308441558441558,0.38607878681558583,"[[10, 18], [109, 111]]","{""0"": 119, ""1"": 129}",0.08403361344537816,0.35714285714285715,0.1360544217687075,28,0.8604651162790697,0.5045454545454545,0.6361031518624641,220,0.403896103896104,0.841107171017693,0.1434788077977452
bfcl,all_categories,X+S,minxing_row_random,random_forest,True,4,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5272727272727272,0.9056752655157463,0.1189156751953371
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,True,4,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8669354838709677,0.48863636363636365,0.46436285097192226,"[[0, 28], [5, 215]]","{""0"": 5, ""1"": 243}",0.0,0.0,0.0,28,0.8847736625514403,0.9772727272727273,0.9287257019438445,220,0.5102272727272728,0.8939132910526626,0.1107299189925095
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,True,4,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8830645161290323,0.5133116883116884,0.5010752688172043,"[[1, 27], [2, 218]]","{""0"": 3, ""1"": 245}",0.3333333333333333,0.03571428571428571,0.06451612903225806,28,0.889795918367347,0.990909090909091,0.9376344086021505,220,0.375487012987013,0.8391988892198257,0.09946739241592822
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,5,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,5,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,5,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.461038961038961,0.8655224450109045,0.13125527158966058
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,5,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.5080645161290323,0.47337662337662334,0.40790606653620354,"[[12, 16], [106, 114]]","{""0"": 118, ""1"": 130}",0.1016949152542373,0.42857142857142855,0.1643835616438356,28,0.8769230769230769,0.5181818181818182,0.6514285714285715,220,0.461038961038961,0.8641021281455645,0.14255385908476814
bfcl,all_categories,X+S,minxing_row_random,random_forest,True,5,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8790322580645161,0.4954545454545455,0.4678111587982833,"[[0, 28], [2, 218]]","{""0"": 2, ""1"": 246}",0.0,0.0,0.0,28,0.8861788617886179,0.990909090909091,0.9356223175965666,220,0.5415584415584416,0.9018073279028362,0.12402909383654062
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,True,5,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8709677419354839,0.5064935064935066,0.49477973007384773,"[[1, 27], [5, 215]]","{""0"": 6, ""1"": 242}",0.16666666666666666,0.03571428571428571,0.058823529411764705,28,0.8884297520661157,0.9772727272727273,0.9307359307359307,220,0.48863636363636365,0.8825053979733766,0.12940540933447717
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,True,5,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8790322580645161,0.4954545454545455,0.4678111587982833,"[[0, 28], [2, 218]]","{""0"": 2, ""1"": 246}",0.0,0.0,0.0,28,0.8861788617886179,0.990909090909091,0.9356223175965666,220,0.37905844155844154,0.8478709849102967,0.08759655824451698
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,6,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,6,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,6,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5084415584415585,0.8676116553393389,0.17500789135001318
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,6,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.532258064516129,0.5181818181818182,0.4324494949494949,"[[14, 14], [102, 118]]","{""0"": 116, ""1"": 132}",0.1206896551724138,0.5,0.19444444444444445,28,0.8939393939393939,0.5363636363636364,0.6704545454545454,220,0.5074675324675324,0.865666633141095,0.17918399432360346
bfcl,all_categories,X+S,minxing_row_random,random_forest,True,6,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8830645161290323,0.49772727272727274,0.4689507494646681,"[[0, 28], [1, 219]]","{""0"": 1, ""1"": 247}",0.0,0.0,0.0,28,0.8866396761133604,0.9954545454545455,0.9379014989293362,220,0.4967532467532467,0.8720029311814221,0.12449613815925187
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,True,6,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5311688311688312,0.5323275862068966,"[[2, 26], [2, 218]]","{""0"": 4, ""1"": 244}",0.5,0.07142857142857142,0.125,28,0.8934426229508197,0.990909090909091,0.9396551724137931,220,0.47629870129870133,0.8663949357227207,0.15082772294611063
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,True,6,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8709677419354839,0.5064935064935066,0.49477973007384773,"[[1, 27], [5, 215]]","{""0"": 6, ""1"": 242}",0.16666666666666666,0.03571428571428571,0.058823529411764705,28,0.8884297520661157,0.9772727272727273,0.9307359307359307,220,0.4862012987012987,0.8674754917395309,0.16295329337343173
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,7,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,7,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,7,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5959415584415584,0.9096958151835037,0.19013270345111719
bfcl,all_categories,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,7,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.6209677419354839,0.5525974025974025,0.48333333333333334,"[[13, 15], [79, 141]]","{""0"": 92, ""1"": 156}",0.14130434782608695,0.4642857142857143,0.21666666666666667,28,0.9038461538461539,0.6409090909090909,0.75,220,0.5886363636363635,0.9074693900963715,0.18400448203800698
bfcl,all_categories,X+S,minxing_row_random,random_forest,True,7,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.548538961038961,0.9013806467273239,0.13303512186527283
bfcl,all_categories,X+S,minxing_row_random,hist_gradient_boosting,True,7,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.875,0.5087662337662338,0.4968257084887755,"[[1, 27], [4, 216]]","{""0"": 5, ""1"": 243}",0.2,0.03571428571428571,0.06060606060606061,28,0.8888888888888888,0.9818181818181818,0.9330453563714903,220,0.5019480519480519,0.897043213556022,0.1386812744221428
bfcl,all_categories,X+S,minxing_row_random,small_mlp_standardized,True,7,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8790322580645161,0.5110389610389611,0.4989224137931034,"[[1, 27], [3, 217]]","{""0"": 4, ""1"": 244}",0.25,0.03571428571428571,0.0625,28,0.889344262295082,0.9863636363636363,0.9353448275862069,220,0.5137987012987013,0.8728582624339848,0.17224116284717014
bfcl,all_categories,X+S,minxing_row_random,majority_class,True,8,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8870967741935484,0.5,0.4700854700854701,"[[0, 28], [0, 220]]","{""1"": 248}",0.0,0.0,0.0,28,0.8870967741935484,1.0,0.9401709401709402,220,0.5,0.8870967741935484,0.11290322580645161
bfcl,all_categories,X+S,minxing_row_random,stratified_random,True,8,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.7620967741935484,0.523051948051948,0.5150952775476387,"[[6, 22], [37, 183]]","{""0"": 43, ""1"": 205}",0.13953488372093023,0.21428571428571427,0.16901408450704225,28,0.8926829268292683,0.8318181818181818,0.8611764705882353,220,0.5230519480519481,0.8917434375223519,0.11861000964526845
bfcl,all_categories,X+S,minxing_row_random,logistic_regression_standardized,True,8,1,992,248,"{""0"": 153, ""1"": 839}","{""0"": 28, ""1"": 220}",0.8911290322580645,0.5178571428571429,0.505574835708484,"[[1, 27], [0, 220]]","{""0"": 1, ""1"": 247}",1.0,0.03571428571428571,0.06896551724137931,28,0.8906882591093117,1.0,0.9421841541755889,220,0.41428571428571426,0.8602724293596216,0.13190272906586265
