sim_id,language,domain,system,utterance_idx,finding_index,severity,time_range,clip_duration_seconds,span_start_seconds,span_end_seconds
afbf5e0a-8a06-49ed-89f2-6d9ac0ed7320,es,retail,OpenAI minimal,675,0,1,0:01-0:02,2.2,1.0,2.0
be420a8a-cc26-4251-a7f1-4b415e88569a,es,retail,OpenAI minimal,279,0,2,00:00-00:01,0.8,0.0,1.0
bff32b86-b0a7-42eb-8919-04683fd928bb,es,retail,OpenAI minimal,142,0,1,0:07-0:08,8.4,7.0,8.0
bff32b86-b0a7-42eb-8919-04683fd928bb,es,retail,OpenAI minimal,388,0,1,0:22-0:24,24.8,22.0,24.0
bff32b86-b0a7-42eb-8919-04683fd928bb,es,retail,OpenAI minimal,457,0,2,00:01-00:02,1.8,1.0,2.0
c2736d62-88c0-4a86-bbcf-d12e5df4fb4b,es,retail,OpenAI minimal,56,0,2,0:00-0:01,0.4,0.0,1.0
c2736d62-88c0-4a86-bbcf-d12e5df4fb4b,es,retail,OpenAI minimal,136,0,2,00:01-00:03,3.6,1.0,3.0
c2736d62-88c0-4a86-bbcf-d12e5df4fb4b,es,retail,OpenAI minimal,188,0,1,00:05-00:07,7.8,5.0,7.0
c2736d62-88c0-4a86-bbcf-d12e5df4fb4b,es,retail,OpenAI minimal,335,0,2,0.00-0.90,1.0,0.0,0.9
c2736d62-88c0-4a86-bbcf-d12e5df4fb4b,es,retail,OpenAI minimal,340,0,1,0:05-0:07,7.4,5.0,7.0
c3e70d82-1ecf-4801-a375-3cd521dc6dd8,es,retail,OpenAI minimal,257,1,2,00:08-00:09,8.4,8.0,9.0
caf98644-007d-4f65-a5e7-0726d75fbd99,es,retail,OpenAI minimal,518,0,1,00:01-00:02,2.6,1.0,2.0
caf98644-007d-4f65-a5e7-0726d75fbd99,es,retail,OpenAI minimal,521,0,1,0:08-0:09,9.6,8.0,9.0
caf98644-007d-4f65-a5e7-0726d75fbd99,es,retail,OpenAI minimal,578,0,2,00:00-00:01,1.2,0.0,1.0
caf98644-007d-4f65-a5e7-0726d75fbd99,es,retail,OpenAI minimal,586,1,3,0:04-0:06,6.4,4.0,6.0
caf98644-007d-4f65-a5e7-0726d75fbd99,es,retail,OpenAI minimal,1205,2,3,0:45-0:46,46.0,45.0,46.0
caf98644-007d-4f65-a5e7-0726d75fbd99,es,retail,OpenAI minimal,1543,1,1,00:06 - 00:08,8.6,6.0,8.0
caf98644-007d-4f65-a5e7-0726d75fbd99,es,retail,OpenAI minimal,1618,0,2,0:00-0:01,2.0,0.0,1.0
cf76813c-333b-48ad-b1ff-6ea6f7efb616,es,retail,OpenAI minimal,170,0,1,0:12-0:14,14.4,12.0,14.0
cf76813c-333b-48ad-b1ff-6ea6f7efb616,es,retail,OpenAI minimal,367,0,2,0:09-0:10,10.8,9.0,10.0
de4f0331-2351-4113-acf9-07e89a4be8db,es,retail,OpenAI minimal,274,0,1,00:01-00:02,2.4,1.0,2.0
de4f0331-2351-4113-acf9-07e89a4be8db,es,retail,OpenAI minimal,399,0,2,0:25-0:29,29.8,25.0,29.0
de4f0331-2351-4113-acf9-07e89a4be8db,es,retail,OpenAI minimal,472,0,1,00:02-00:04,4.2,2.0,4.0
de4f0331-2351-4113-acf9-07e89a4be8db,es,retail,OpenAI minimal,479,0,1,00:01-00:02,2.4,1.0,2.0
e63c0554-3a2f-4e21-b6b5-f17be66e1c76,es,retail,OpenAI minimal,272,0,1,0:29-0:31,31.2,29.0,31.0
e63c0554-3a2f-4e21-b6b5-f17be66e1c76,es,retail,OpenAI minimal,441,0,1,0:16-0:17,18.0,16.0,17.0
e63c0554-3a2f-4e21-b6b5-f17be66e1c76,es,retail,OpenAI minimal,468,0,1,0:08-0:10,10.6,8.0,10.0
edc12d6c-95d5-4aec-bcf2-ae50a5e7dea9,es,retail,OpenAI minimal,312,0,1,0:14-0:16,17.0,14.0,16.0
edc12d6c-95d5-4aec-bcf2-ae50a5e7dea9,es,retail,OpenAI minimal,672,0,2,00:00-00:01,1.2,0.0,1.0
fd6e4c68-0268-4a8a-bc9f-f9844435f367,es,retail,OpenAI minimal,356,0,1,0:01-0:02,1.8,1.0,2.0
ff93dadf-d3c8-4f9d-8c0a-bc9b78f7aab9,es,retail,OpenAI minimal,178,0,1,0:25-0:27,27.2,25.0,27.0
ff93dadf-d3c8-4f9d-8c0a-bc9b78f7aab9,es,retail,OpenAI minimal,185,0,1,00:04-00:06,6.0,4.0,6.0
00d0eb36-f72b-4eb3-9b4f-ebcb7ca14545,es,retail,OpenAI xhigh,323,0,1,00:01-00:02,2.2,1.0,2.0
0509131c-0677-4ae7-a982-fbbe87c47aa9,es,retail,OpenAI xhigh,89,0,2,0:17-0:19,20.0,17.0,19.0
0509131c-0677-4ae7-a982-fbbe87c47aa9,es,retail,OpenAI xhigh,270,0,1,0:14-0:16,16.2,14.0,16.0
0509131c-0677-4ae7-a982-fbbe87c47aa9,es,retail,OpenAI xhigh,935,0,1,0:00-0:01,1.0,0.0,1.0
0ed02746-8d9a-4cde-ab16-a7bdccf3f1f6,es,retail,OpenAI xhigh,62,0,2,0.00-0.60,0.4,0.0,0.6
123a1faf-ed3d-4f19-b7dc-46eb073a03bf,es,retail,OpenAI xhigh,133,0,2,0.00-0.40,0.4,0.0,0.4
123a1faf-ed3d-4f19-b7dc-46eb073a03bf,es,retail,OpenAI xhigh,143,0,2,00:01-00:02,2.8,1.0,2.0
123a1faf-ed3d-4f19-b7dc-46eb073a03bf,es,retail,OpenAI xhigh,143,1,2,00:02-00:02,2.8,2.0,2.0
1d3e89bd-fa7b-422d-98f1-f00934d51381,es,retail,OpenAI xhigh,163,0,1,0:16-0:18,18.4,16.0,18.0
20296380-7d98-4cec-8f0f-5cd24f3d5064,es,retail,OpenAI xhigh,119,0,2,0:09-0:14,14.4,9.0,14.0
20296380-7d98-4cec-8f0f-5cd24f3d5064,es,retail,OpenAI xhigh,224,0,2,0:27-0:29,28.2,27.0,29.0
22f14513-112c-4633-87ca-d4158d6a0473,es,retail,OpenAI xhigh,157,0,2,0:12-0:14,14.6,12.0,14.0
22f14513-112c-4633-87ca-d4158d6a0473,es,retail,OpenAI xhigh,1133,1,3,0:24-0:28,28.2,24.0,28.0
26b45f71-94fc-42b8-a541-c1fffa78e18e,es,retail,OpenAI xhigh,341,0,2,0:05-0:07,7.6,5.0,7.0
2afd8a7a-9f00-480b-868c-100ac92a9b6e,es,retail,OpenAI xhigh,406,0,2,0.00-0.01,0.8,0.0,0.01
2de24292-9907-4b6a-82e0-aa5793073f9b,es,retail,OpenAI xhigh,168,0,2,0:03-0:04,3.6,3.0,4.0
2de24292-9907-4b6a-82e0-aa5793073f9b,es,retail,OpenAI xhigh,439,0,2,0:46-0:49,50.0,46.0,49.0
2de24292-9907-4b6a-82e0-aa5793073f9b,es,retail,OpenAI xhigh,601,0,2,0:13-0:16,16.8,13.0,16.0
2e5e13a2-324b-482d-982b-7cc7f5dda3d5,es,retail,OpenAI xhigh,308,0,2,00:16-00:18,18.6,16.0,18.0
2e5e13a2-324b-482d-982b-7cc7f5dda3d5,es,retail,OpenAI xhigh,314,0,1,00:11-00:12,12.6,11.0,12.0
33195686-72b7-48f7-9bd2-91a8e03992f2,es,retail,OpenAI xhigh,307,0,1,0:01-0:02,2.8,1.0,2.0
33195686-72b7-48f7-9bd2-91a8e03992f2,es,retail,OpenAI xhigh,438,0,1,0:07-0:09,9.2,7.0,9.0
33195686-72b7-48f7-9bd2-91a8e03992f2,es,retail,OpenAI xhigh,463,0,2,0:19-0:20,20.2,19.0,20.0
3d5037d5-1c01-42d2-bfba-4930acbf475e,es,retail,OpenAI xhigh,252,0,1,0:23-0:27,27.8,23.0,27.0
3d5037d5-1c01-42d2-bfba-4930acbf475e,es,retail,OpenAI xhigh,433,0,2,0:10-0:11,11.6,10.0,11.0
3d5037d5-1c01-42d2-bfba-4930acbf475e,es,retail,OpenAI xhigh,552,0,2,0:20-0:26,26.4,20.0,26.0
3d5037d5-1c01-42d2-bfba-4930acbf475e,es,retail,OpenAI xhigh,684,0,2,0:04-0:05,5.6,4.0,5.0
454e0666-bbd5-4fbe-aac7-dd65c9eb2420,es,retail,OpenAI xhigh,382,0,2,0:00-0:01,1.8,0.0,1.0
49636c10-d7a5-48a7-affc-b7a3097fab9e,es,retail,OpenAI xhigh,255,0,3,0:02-0:03,3.2,2.0,3.0
5ada56b6-2eae-4c75-9957-ce02ac849f34,es,retail,OpenAI xhigh,185,0,1,0:06-0:09,9.4,6.0,9.0
5ada56b6-2eae-4c75-9957-ce02ac849f34,es,retail,OpenAI xhigh,680,0,1,0:08-0:09,10.0,8.0,9.0
6ae7f221-c183-4aa8-ab08-7d52b9087f2c,es,retail,OpenAI xhigh,345,0,2,0.0-0.6,0.6,0.0,0.6
7ce66a7e-613d-4503-bd5d-704883a670b4,es,retail,OpenAI xhigh,97,0,1,0:30-0:32,33.0,30.0,32.0
7ce66a7e-613d-4503-bd5d-704883a670b4,es,retail,OpenAI xhigh,435,0,1,00:08-00:09,10.0,8.0,9.0
7ce66a7e-613d-4503-bd5d-704883a670b4,es,retail,OpenAI xhigh,1091,0,2,00:01-00:02,2.8,1.0,2.0
851269b5-39bd-40bf-9528-341b9d0f1c94,es,retail,OpenAI xhigh,231,0,2,0:04-0:05,5.6,4.0,5.0
851269b5-39bd-40bf-9528-341b9d0f1c94,es,retail,OpenAI xhigh,442,0,2,0:06-0:08,9.0,6.0,8.0
8940eca1-ee12-477c-b980-482e05ec0e86,es,retail,OpenAI xhigh,192,0,1,0:18-0:20,20.2,18.0,20.0
8ad11f19-4776-469f-bf9a-2742a32d3f2b,es,retail,OpenAI xhigh,317,0,2,0:01-0:01,2.0,1.0,1.0
9a279fa0-d568-4b75-ad34-ed2dc8f4f54b,es,retail,OpenAI xhigh,615,0,2,00:02-00:03,2.8,2.0,3.0
9d0b58b9-d5e6-43ea-b91f-e561143b2fe8,es,retail,OpenAI xhigh,126,0,1,0:09-0:11,11.4,9.0,11.0
9d0b58b9-d5e6-43ea-b91f-e561143b2fe8,es,retail,OpenAI xhigh,189,0,2,00:05-00:07,7.2,5.0,7.0
9d0b58b9-d5e6-43ea-b91f-e561143b2fe8,es,retail,OpenAI xhigh,537,0,1,00:09-00:10,10.8,9.0,10.0
ac565e98-007d-4035-9c3c-40719870dbe7,es,retail,OpenAI xhigh,331,0,1,00:18-00:24,23.6,18.0,24.0
b40c4f78-25b0-47a2-980b-d66be5d6df82,es,retail,OpenAI xhigh,371,0,3,0:08-0:13,14.0,8.0,13.0
b40c4f78-25b0-47a2-980b-d66be5d6df82,es,retail,OpenAI xhigh,552,1,3,00:06-00:07,6.8,6.0,7.0
b97f9cfd-9fbe-4caa-b738-f856dad9bfb9,es,retail,OpenAI xhigh,425,0,2,00:01-00:01,1.4,1.0,1.0
c03f9628-69a7-4112-8a89-604e6b112635,es,retail,OpenAI xhigh,506,1,2,0:11-0:12,12.4,11.0,12.0
c1adf7da-54c7-4aeb-9256-d3a71cc2454a,es,retail,OpenAI xhigh,449,0,1,0:24-0:27,27.4,24.0,27.0
c1adf7da-54c7-4aeb-9256-d3a71cc2454a,es,retail,OpenAI xhigh,620,0,1,0:02-0:03,3.4,2.0,3.0
c1adf7da-54c7-4aeb-9256-d3a71cc2454a,es,retail,OpenAI xhigh,728,0,1,00:11-00:13,13.6,11.0,13.0
c2a2dfd2-b943-443a-823b-1ad60338ceb4,es,retail,OpenAI xhigh,359,0,1,0:20-0:22,22.4,20.0,22.0
c2f0d07a-26ec-4b7a-a2eb-9657d8d3ab98,es,retail,OpenAI xhigh,525,0,2,0:26-0:27,27.8,26.0,27.0
c2f0d07a-26ec-4b7a-a2eb-9657d8d3ab98,es,retail,OpenAI xhigh,1376,0,2,0.00-0.70,0.6,0.0,0.7
c2f0d07a-26ec-4b7a-a2eb-9657d8d3ab98,es,retail,OpenAI xhigh,1605,0,1,00:03-00:04,4.6,3.0,4.0
c9f293e3-6ec3-4fe1-a6fc-3f2cc4385f93,es,retail,OpenAI xhigh,338,0,2,0:18-0:21,21.6,18.0,21.0
c9f293e3-6ec3-4fe1-a6fc-3f2cc4385f93,es,retail,OpenAI xhigh,623,0,2,00:04-00:07,7.6,4.0,7.0
c9f293e3-6ec3-4fe1-a6fc-3f2cc4385f93,es,retail,OpenAI xhigh,678,0,2,0:33-0:35,34.8,33.0,35.0
cc678e66-150d-4954-802f-01ed797b8cba,es,retail,OpenAI xhigh,931,0,1,0:06-0:08,8.2,6.0,8.0
d10338f1-568d-4623-bf34-b293b5b36f12,es,retail,OpenAI xhigh,510,0,1,00:02-00:03,3.2,2.0,3.0
d10338f1-568d-4623-bf34-b293b5b36f12,es,retail,OpenAI xhigh,940,1,2,0:20-0:22,23.0,20.0,22.0
d5062e3f-2745-4fa0-b277-50ffc5e5061f,es,retail,OpenAI xhigh,347,0,1,0:03-0:05,5.2,3.0,5.0
d5062e3f-2745-4fa0-b277-50ffc5e5061f,es,retail,OpenAI xhigh,442,0,1,0:21-0:24,24.2,21.0,24.0
d5062e3f-2745-4fa0-b277-50ffc5e5061f,es,retail,OpenAI xhigh,642,0,1,00:05-00:07,7.2,5.0,7.0
d5062e3f-2745-4fa0-b277-50ffc5e5061f,es,retail,OpenAI xhigh,695,0,3,0:08-0:11,12.0,8.0,11.0
d5062e3f-2745-4fa0-b277-50ffc5e5061f,es,retail,OpenAI xhigh,812,1,1,0:17-0:19,19.6,17.0,19.0
d5062e3f-2745-4fa0-b277-50ffc5e5061f,es,retail,OpenAI xhigh,962,0,1,0:11-0:13,13.4,11.0,13.0
e4769cce-6c3e-4bb7-a00e-b4cf73a89baf,es,retail,OpenAI xhigh,774,1,2,0:15-0:16,16.6,15.0,16.0
e4769cce-6c3e-4bb7-a00e-b4cf73a89baf,es,retail,OpenAI xhigh,1266,0,1,00:00 - 00:01,0.6,0.0,1.0
ed217ca7-4ce5-40b6-a568-d3a8ca941f93,es,retail,OpenAI xhigh,182,0,2,00:04-00:06,7.0,4.0,6.0
ed217ca7-4ce5-40b6-a568-d3a8ca941f93,es,retail,OpenAI xhigh,721,0,3,00:08-00:10,11.0,8.0,10.0
ed217ca7-4ce5-40b6-a568-d3a8ca941f93,es,retail,OpenAI xhigh,1012,0,2,0:27-0:29,29.8,27.0,29.0
ed217ca7-4ce5-40b6-a568-d3a8ca941f93,es,retail,OpenAI xhigh,1152,0,2,00:20-00:22,22.0,20.0,22.0
ed217ca7-4ce5-40b6-a568-d3a8ca941f93,es,retail,OpenAI xhigh,2145,1,2,00:12-00:13,13.2,12.0,13.0
ed217ca7-4ce5-40b6-a568-d3a8ca941f93,es,retail,OpenAI xhigh,2203,0,3,0:02-0:05,5.6,2.0,5.0
fa1ebdc9-09ac-490f-ae97-2dc83c527454,es,retail,OpenAI xhigh,554,0,1,00:01-00:03,3.2,1.0,3.0
0754e526-7d1e-4b95-8e85-27907da638ee,es,retail,xAI,79,0,1,0:18-0:20,20.6,18.0,20.0
0754e526-7d1e-4b95-8e85-27907da638ee,es,retail,xAI,886,0,2,00:01-00:02,1.8,1.0,2.0
0754e526-7d1e-4b95-8e85-27907da638ee,es,retail,xAI,891,0,2,00:21-00:22,22.6,21.0,22.0
09817dda-9823-4756-908b-226306813713,es,retail,xAI,259,0,2,00:01-00:04,4.4,1.0,4.0
09817dda-9823-4756-908b-226306813713,es,retail,xAI,557,0,2,0:33-0:34,33.2,33.0,34.0
09817dda-9823-4756-908b-226306813713,es,retail,xAI,768,0,2,0:28,28.4,28.0,28.0
0f59a82b-1dab-4d04-a5b1-b3d0cf7acbc4,es,retail,xAI,244,0,1,0:04-0:06,6.2,4.0,6.0
0f59a82b-1dab-4d04-a5b1-b3d0cf7acbc4,es,retail,xAI,1093,0,1,0:02-0:04,3.6,2.0,4.0
10fa32b3-ea12-422a-b7e2-460c905a392a,es,retail,xAI,588,0,2,00:01-00:03,3.2,1.0,3.0
11ec0db6-2a5c-42f1-bb77-d5e7288cb2b3,es,retail,xAI,131,1,2,0:25-0:29,29.2,25.0,29.0
11ec0db6-2a5c-42f1-bb77-d5e7288cb2b3,es,retail,xAI,353,0,1,00:03-00:04,4.6,3.0,4.0
15d19a01-ea09-4888-a84f-8b8ad1e84c1a,es,retail,xAI,339,0,3,00:04-00:05,5.6,4.0,5.0
15d19a01-ea09-4888-a84f-8b8ad1e84c1a,es,retail,xAI,354,0,2,0:08-0:09,9.2,8.0,9.0
15d19a01-ea09-4888-a84f-8b8ad1e84c1a,es,retail,xAI,374,0,1,0:15-0:22,22.4,15.0,22.0
1ca6a9cf-0c5c-4b64-8022-e154a2fccfb0,es,retail,xAI,430,1,2,0:10-0:11,11.8,10.0,11.0
1ca6a9cf-0c5c-4b64-8022-e154a2fccfb0,es,retail,xAI,506,3,2,0:58-0:58,58.6,58.0,58.0
1ca6a9cf-0c5c-4b64-8022-e154a2fccfb0,es,retail,xAI,1216,1,2,00:11-00:12,11.8,11.0,12.0
1ca6a9cf-0c5c-4b64-8022-e154a2fccfb0,es,retail,xAI,1294,1,2,0:24-0:28,28.2,24.0,28.0
1ca6a9cf-0c5c-4b64-8022-e154a2fccfb0,es,retail,xAI,1415,0,1,00:02-00:03,3.2,2.0,3.0
29edc257-736b-4837-b7a1-773b2d636bef,es,retail,xAI,477,0,1,00:02-00:04,4.6,2.0,4.0
2ae86d84-9964-46a9-ae86-3fe559e8570e,es,retail,xAI,508,0,1,00:06-00:07,7.6,6.0,7.0
2ae86d84-9964-46a9-ae86-3fe559e8570e,es,retail,xAI,670,2,2,0:19-0:21,21.2,19.0,21.0
2ae86d84-9964-46a9-ae86-3fe559e8570e,es,retail,xAI,756,0,1,00:01-00:02,2.8,1.0,2.0
2cfa1841-87e4-400b-a3e6-1e7019d40ac0,es,retail,xAI,63,0,2,00:01-00:01,2.0,1.0,1.0
2cfa1841-87e4-400b-a3e6-1e7019d40ac0,es,retail,xAI,524,0,2,00:16-00:17,16.6,16.0,17.0
2cfa1841-87e4-400b-a3e6-1e7019d40ac0,es,retail,xAI,591,1,2,0:24-0:26,25.6,24.0,26.0
2cfa1841-87e4-400b-a3e6-1e7019d40ac0,es,retail,xAI,656,0,2,0:09-0:11,12.0,9.0,11.0
30757d3e-60bf-4a56-aa63-2f9acf11c426,es,retail,xAI,552,0,2,0:01-0:02,2.0,1.0,2.0
314b13e1-2b8d-4db0-923c-0f6fab4bdbcf,es,retail,xAI,152,0,2,00:22-00:24,24.0,22.0,24.0
314b13e1-2b8d-4db0-923c-0f6fab4bdbcf,es,retail,xAI,549,1,2,0:27-0:29,29.6,27.0,29.0
340603d2-6a41-4072-ae30-324ac24c3b65,es,retail,xAI,1038,0,2,00:01-00:02,3.0,1.0,2.0
3a4defd3-7c89-4571-8036-0d40b768cce3,es,retail,xAI,147,0,2,00:10-00:13,13.0,10.0,13.0
3a4defd3-7c89-4571-8036-0d40b768cce3,es,retail,xAI,291,1,2,0:34-0:39,38.4,34.0,39.0
3a4defd3-7c89-4571-8036-0d40b768cce3,es,retail,xAI,711,0,1,0:01-0:02,2.4,1.0,2.0
3f5e5f41-9fe2-47a5-828e-a724356aadf8,es,retail,xAI,252,1,2,1:10-1:12,71.8,70.0,72.0
3f5e5f41-9fe2-47a5-828e-a724356aadf8,es,retail,xAI,357,0,1,00:01-00:02,2.8,1.0,2.0
5731b39c-ae1f-4193-b517-349ce2b3aa74,es,retail,xAI,362,0,2,0:17-0:19,18.8,17.0,19.0
5731b39c-ae1f-4193-b517-349ce2b3aa74,es,retail,xAI,758,0,1,00:01-00:02,2.4,1.0,2.0
5731b39c-ae1f-4193-b517-349ce2b3aa74,es,retail,xAI,1238,0,2,0:28-0:36,36.4,28.0,36.0
5dedb2f0-f721-48fa-9b5a-8132445114e5,es,retail,xAI,73,0,1,0:18-0:22,22.4,18.0,22.0
5dedb2f0-f721-48fa-9b5a-8132445114e5,es,retail,xAI,386,2,2,0:08-0:10,9.8,8.0,10.0
5f451970-5368-42bf-9173-88ade0b87358,es,retail,xAI,350,0,2,00:31-00:36,36.2,31.0,36.0
602530b9-c80e-4642-96ff-674d3f0953ea,es,retail,xAI,127,0,1,0:09-0:12,12.4,9.0,12.0
624a04ad-0ef4-4c85-bf37-a7d0fab74098,es,retail,xAI,197,0,2,0:13-0:15,16.0,13.0,15.0
624a04ad-0ef4-4c85-bf37-a7d0fab74098,es,retail,xAI,349,0,2,0:06-0:08,8.6,6.0,8.0
624a04ad-0ef4-4c85-bf37-a7d0fab74098,es,retail,xAI,519,1,3,00:24-00:25,24.8,24.0,25.0
624a04ad-0ef4-4c85-bf37-a7d0fab74098,es,retail,xAI,578,1,2,0:21-0:22,22.4,21.0,22.0
624a04ad-0ef4-4c85-bf37-a7d0fab74098,es,retail,xAI,773,0,2,00:01-00:01,1.8,1.0,1.0
69ee0948-f967-4ecc-8f21-d31c662cce04,es,retail,xAI,814,0,2,00:13-00:15,15.2,13.0,15.0
721080c3-6eb7-4966-ab3a-53082c2ff3bb,es,retail,xAI,116,1,1,00:08-00:09,9.8,8.0,9.0
721080c3-6eb7-4966-ab3a-53082c2ff3bb,es,retail,xAI,150,0,3,00:02-00:03,2.2,2.0,3.0
721080c3-6eb7-4966-ab3a-53082c2ff3bb,es,retail,xAI,184,0,1,0:11-0:25,25.2,11.0,25.0
721080c3-6eb7-4966-ab3a-53082c2ff3bb,es,retail,xAI,306,0,2,0:22-0:24,24.4,22.0,24.0
730c6e78-9bb5-4af1-9665-d43ff1059ae2,es,retail,xAI,231,2,2,0:29-0:32,31.8,29.0,32.0
730c6e78-9bb5-4af1-9665-d43ff1059ae2,es,retail,xAI,368,0,2,00:05-00:07,7.4,5.0,7.0
730c6e78-9bb5-4af1-9665-d43ff1059ae2,es,retail,xAI,368,1,2,00:07-00:08,7.4,7.0,8.0
75808831-66f0-4903-9563-b047bd1ebd1e,es,retail,xAI,722,0,1,00:01-00:02,2.6,1.0,2.0
75808831-66f0-4903-9563-b047bd1ebd1e,es,retail,xAI,894,0,2,0:00-0:01,1.0,0.0,1.0
79d7bc27-9455-4862-aad3-522dfa06873f,es,retail,xAI,65,0,2,0.0-0.5,0.4,0.0,0.5
7a93c0f7-5af2-4339-a7ac-9cb2310f89c1,es,retail,xAI,189,1,2,0:34-0:35,35.4,34.0,35.0
7a93c0f7-5af2-4339-a7ac-9cb2310f89c1,es,retail,xAI,298,1,2,00:27-00:28,28.8,27.0,28.0
7a93c0f7-5af2-4339-a7ac-9cb2310f89c1,es,retail,xAI,311,2,2,00:15-00:17,17.8,15.0,17.0
7a93c0f7-5af2-4339-a7ac-9cb2310f89c1,es,retail,xAI,434,1,2,00:18-00:19,20.0,18.0,19.0
7a93c0f7-5af2-4339-a7ac-9cb2310f89c1,es,retail,xAI,710,0,1,0:11-0:13,13.0,11.0,13.0
7b094432-b2d3-49b4-930d-7fc099d47bb2,es,retail,xAI,135,0,2,00:12-00:15,15.4,12.0,15.0
7b094432-b2d3-49b4-930d-7fc099d47bb2,es,retail,xAI,135,1,2,00:12-00:15,15.4,12.0,15.0
7b094432-b2d3-49b4-930d-7fc099d47bb2,es,retail,xAI,142,0,1,0.00-0.02,1.0,0.0,0.02
81f22043-9848-43f2-a988-edd988d86238,es,retail,xAI,225,1,2,00:21-00:22,22.4,21.0,22.0
81f22043-9848-43f2-a988-edd988d86238,es,retail,xAI,232,0,1,00:00-00:01,1.4,0.0,1.0
81f22043-9848-43f2-a988-edd988d86238,es,retail,xAI,240,0,2,00:13-00:14,15.0,13.0,14.0
84c5c364-bff2-4ffa-a445-d2fa6f6d3dea,es,retail,xAI,290,0,3,00:00-00:01,0.4,0.0,1.0
88a4233e-d98f-4a21-95a2-233ab2e20d80,es,retail,xAI,354,0,2,0:32-0:34,33.8,32.0,34.0
88a4233e-d98f-4a21-95a2-233ab2e20d80,es,retail,xAI,705,0,2,0:43-0:45,44.8,43.0,45.0
88a4233e-d98f-4a21-95a2-233ab2e20d80,es,retail,xAI,798,0,2,0:10-0:13,13.6,10.0,13.0
8ac0c805-9311-44a6-b869-28aad8217e91,es,retail,xAI,348,0,1,00:02-00:04,4.8,2.0,4.0
8ac0c805-9311-44a6-b869-28aad8217e91,es,retail,xAI,746,2,1,0:56-0:57,56.2,56.0,57.0
8ac0c805-9311-44a6-b869-28aad8217e91,es,retail,xAI,1765,0,2,0:16-0:17,17.4,16.0,17.0
9be0c0c0-a4f4-434f-be15-69b12bbe5101,es,retail,xAI,58,0,2,00:01-00:01,2.0,1.0,1.0
9be0c0c0-a4f4-434f-be15-69b12bbe5101,es,retail,xAI,317,0,2,0:13-0:18,18.6,13.0,18.0
9f126398-cac8-4b22-ac9f-0118714f58e9,es,retail,xAI,66,0,2,0:19-0:24,24.0,19.0,24.0
9f126398-cac8-4b22-ac9f-0118714f58e9,es,retail,xAI,82,0,2,00:01-00:02,2.2,1.0,2.0
9f126398-cac8-4b22-ac9f-0118714f58e9,es,retail,xAI,566,0,2,00:07-00:10,10.2,7.0,10.0
9f126398-cac8-4b22-ac9f-0118714f58e9,es,retail,xAI,642,0,1,00:03-00:04,4.8,3.0,4.0
a0e1543f-aa76-4a4a-9ba8-4391ba310b87,es,retail,xAI,678,0,1,0:04-0:06,6.4,4.0,6.0
a0e1543f-aa76-4a4a-9ba8-4391ba310b87,es,retail,xAI,1127,0,1,0:11-0:13,13.6,11.0,13.0
a0e1543f-aa76-4a4a-9ba8-4391ba310b87,es,retail,xAI,1693,0,2,0:06-0:07,7.6,6.0,7.0
a9172b43-3e3a-4a67-a8fa-65d3ae93b3df,es,retail,xAI,290,1,1,00:08-00:09,9.2,8.0,9.0
a9172b43-3e3a-4a67-a8fa-65d3ae93b3df,es,retail,xAI,622,1,2,00:26-00:27,27.2,26.0,27.0
a9172b43-3e3a-4a67-a8fa-65d3ae93b3df,es,retail,xAI,698,0,1,00:02-00:03,3.6,2.0,3.0
a9172b43-3e3a-4a67-a8fa-65d3ae93b3df,es,retail,xAI,880,0,1,0:02-0:03,3.0,2.0,3.0
acfc3004-2d66-4253-b5b3-714fe504536f,es,retail,xAI,142,0,1,00:01-00:02,1.8,1.0,2.0
acfc3004-2d66-4253-b5b3-714fe504536f,es,retail,xAI,289,0,2,00:00-00:01,2.0,0.0,1.0
acfc3004-2d66-4253-b5b3-714fe504536f,es,retail,xAI,424,0,2,00:17-00:18,18.8,17.0,18.0
acfc3004-2d66-4253-b5b3-714fe504536f,es,retail,xAI,499,0,2,0:13-0:16,17.0,13.0,16.0
acfc3004-2d66-4253-b5b3-714fe504536f,es,retail,xAI,605,0,2,00:15-00:16,16.8,15.0,16.0
b5f993a9-ed81-4544-aa8f-41a864c647a0,es,retail,xAI,172,0,3,0:17-0:28,28.0,17.0,28.0
b5f993a9-ed81-4544-aa8f-41a864c647a0,es,retail,xAI,176,1,2,0:28-0:30,28.8,28.0,30.0
b5f993a9-ed81-4544-aa8f-41a864c647a0,es,retail,xAI,346,0,2,00:15-00:18,18.8,15.0,18.0
b5f993a9-ed81-4544-aa8f-41a864c647a0,es,retail,xAI,622,0,2,0:44-0:46,47.0,44.0,46.0
b5f993a9-ed81-4544-aa8f-41a864c647a0,es,retail,xAI,1110,0,1,0:22-0:24,23.2,22.0,24.0
bebc5e49-1363-4305-9ddc-320279ccde72,es,retail,xAI,337,0,1,00:02-00:04,4.6,2.0,4.0
bebc5e49-1363-4305-9ddc-320279ccde72,es,retail,xAI,1422,0,2,0.00-0.98,1.0,0.0,0.98
bee77cd4-d276-4796-8fb6-51360048f0ea,es,retail,xAI,111,1,2,00:15-00:22,22.2,15.0,22.0
bee77cd4-d276-4796-8fb6-51360048f0ea,es,retail,xAI,111,2,3,00:22-00:22,22.2,22.0,22.0
